Author,Text
Trump,"Trump lays out policies for first 100 days in White House
https://t.co/OrwOIFJuSz"
Trump,"Huma Abedin told Clinton her secret email account caused problems
https://t.co/i4zN2QzKnf"
Trump,"Just arrived in Cleveland, Ohio- join Governor @Mike_Pence and I now, LIVE via: https://t.co/SS58ChFTNy"
Trump,"Hillary Clinton: Architect of failure
#DrainTheSwamp #CrookedHillary
https://t.co/b5HqsGrc7N"
Trump,"Unbelievable crowd of supporters in Virginia Beach, Virginia. Thank you! Next stop - Cleveland, Ohio._ https://t.co/CN3sdX5ft1"
Trump,"In order to #DrainTheSwamp &amp; create a new GOVERNMENT of, by, &amp; for the PEOPLE, I need your VOTE! Go to https://t.co/HfihPERFgZ- LETS #MAGA!"
Trump,Today I introduced my Contract with the American Voter - our economy will be STRONG &amp; our people will be SAFE._ https://t.co/Sa6XUfueU4
Trump,Change has to come from outside our very broken system. #MAGA https://t.co/OH9Lvo3R7K
Trump,"Crooked Hillary Clinton Tops Middle East Forum۪s Islamist Money List
https://t.co/JC25rNtx6G"
Trump,"Thank you Gettysburg, Pennsylvania! #DrainTheSwamp https://t.co/jWgLcxDji7"
Trump,"Landing in Pennsylvania now. Great new poll this morning, thank you. Lets #DrainTheSwamp and #MakeAmericaGreatAgain_ https://t.co/BV2RFavG84"
Trump,"Will be in Cleveland, Ohio w/ @mike_pence tonight- join us: https://t.co/hre7FofPxQ

Naples, Florida-tomorrow @ 6pm: https://t.co/Oax06JVzv1"
Trump,"""@AZTRUMPTRAIN: I #Voted for DonaldTrump! #Arizona  #Economy #Immigration #Jobs #Veterans #BorderControl #Trade_ https://t.co/0BJk9BwkfW"""
Trump,"""@jensen4law: Best way to pay Hillary back for what she did to @BernieSanders #DNCleak is a DonaldTrump LANDSLIDE https://t.co/Ha8o5wCyGh"""
Trump,The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!
Trump,"Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!"
Trump,"Governor @Mike_Pence and I will be in Cleveland, Ohio tomorrow night at 7pm - join us! #MAGA
Tickets:_ https://t.co/kfJv5Po0x6"
Trump,"Thank you to the great crowd of supporters in Newtown, Pennsylvania. Get out &amp; VOTE on 11/8/16. Lets #MAGA! Watch:_ https://t.co/eb6XuMlbFW"
Trump,#CrookedHillary sending U.S. intelligence info. to Podesta۪s hacked email is unquestionably an OPSEC violation۪ https://t.co/z58aeo4CO7
Trump,"WikiLeaks reveals Clinton camp۪s work with VERY friendly and malleable reporters۪
#DrainTheSwamp #CrookedHillary
https://t.co/bcYLslrxi0"
Trump,Donna Brazile Shreds Obama Economy - Acting DNC chair says people are more in despair about how things are https://t.co/LQNbISSoX0
Trump,"""{Crooked Hillary Clinton} created this mess, and she knows it.""
#DrainTheSwamp https://t.co/3cBNYjl5CD https://t.co/sjwkuq3nkk"
Trump,"Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog
Time to #DrainTheSwamp!
https://t.co/0VDdGdpCTg"
Trump,"VERY IRONIC: ""In 2010 video, Clinton lectured underlings on cybersecurity and guarding sensitive information۪""
https://t.co/dL7VDMqSLy"
Trump,"Great crowd in Johnstown, Pennsylvania- thank you. Get out &amp; VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon_ https://t.co/DUMlbSkVeY"
Trump,"A top Clinton Foundation official said he could name 500 different examples۝ of conflicts of interest.
https://t.co/rtWhdYOyq7"
Trump,#CrookedHillary was at center of negotiating $12M commitment from King Mohammed VI of Morocco۝ to Clinton Fdn. https://t.co/HWOQ7jQWY2
Trump,"Great crowd in Fletcher, North Carolina- thank you! Heading to Johnstown, Pennsylvania now! Get out on November 8th_ https://t.co/IG5KhKIz3W"
Trump,"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times."
Trump,"Huma calls it a ""MESS,"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.
#DrainTheSwamp https://t.co/juvdLIJPWu"
Trump,"Hillary &amp; Obamas Broken Promises.
#RepealObamacare https://t.co/oz24r2xW7G"
Trump,In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCR_ https://t.co/J7ldXmUmJm
Trump,"RT @EricTrump: On behalf of the entire family, we would truly be honored to have your vote! Lets #MakeAmericaGreatAgain #EarlyVote https:/_"
Trump,"RT @TeamTrump: When Obama took office in 2009 employer-provided premiums cost $13,375. Today they are $18,142. Thanks, Obama."
Trump,"Crooked Hillary promised 200k jobs in NY and FAILED. Well create 25M jobs when Im president, and I will DELIVER! https://t.co/NgyCkEH7Xn"
Trump,Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Dont forget her slog_ https://t.co/esLgql0Gg8
Trump,"Trump won the third debate
https://t.co/Wh52fyLNRz"
Trump,"UPCOMING RALLIES - JOIN ME!

TOMORROW
Fletcher, NC @ 12pm.
https://t.co/uASvA4Gd4r

SATURDAY
Cleveland, OH @ 7pm.
https://t.co/hre7Foxqpo"
Trump,"#ICYMI - OHIO RALLY!
Watch here: https://t.co/0qAjfOcu6Y https://t.co/fpShHiXI31"
Trump,"Want access to Crooked Hillary? Dont forget - its going to cost you!
#DrainTheSwamp #PayToPlay https://t.co/qjMBZkEnK9"
Trump,"Thank you Delaware County, Ohio! Remember- either we WIN this election, or we are going to LOSE this country!_ https://t.co/ntDRTzYOqi"
Trump,"If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to_ https://t.co/45Vyk6z18m"
Trump,Why didnt Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.
Trump,"Thank you America! #MAGA

Rasmussen National Poll
Donald Trump 43%
Hillary Clinton 40% https://t.co/n4eZ3qpcjg"
Trump,Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to_ https://t.co/ivdjRzL6wZ
Trump,"Totally dishonest Donna Brazile chokes on the truth. Highly illegal!
Watch: https://t.co/Rs5brj31bA https://t.co/FYoRo6MUjX"
Trump,"The Washington Times Presidential Debate Poll:
TRUMP 77% (18,290)
CLINTON 17% (4,100)
#DrainTheSwamp #Debate https://t.co/wsgsf5nv6H"
Trump,"Join the MOVEMENT to #MAGA!
https://t.co/3KWOl2ibaW https://t.co/V84qfN4oz1"
Trump,"Great poll - thank you America! Once we #DrainTheSwamp, together we will #MAGA__#Debate https://t.co/SvcjmrsHKD"
Trump,That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!
Trump,"Join my team over on my Facebook page- live now! #Debates
https://t.co/vpDVQfO58A https://t.co/5v1tWzHrxq"
Trump,"The era of division is coming to an end. We will create a new future of #AmericanUnity. First, we need to_ https://t.co/mZUFP24Bgh"
Trump,We cannot take four more years of Barack Obama and that۪s what you۪ll get if you vote for Hillary. #BigLeagueTruth
Trump,I started this campaign to Make America Great Again. That۪s what I۪m going to do. #MAGA #debate
Trump,"HILLARYS HEALTH CARE POLICIES
#DrainTheSwamp #Debate https://t.co/t1Sr8dk2Xi"
Trump,RT @TeamTrump: .@realDonaldTrump is going to cut taxes BIG LEAGUE -- Crooked is going to raise taxes BIG LEAGUE! #DrainTheSwamp #Debate htt_
Trump,We have to repeal &amp; replace #Obamacare! Look at what is doing to people! #DrainTheSwamp https://t.co/fsv7P11mWV
Trump,"ISIS has infiltrated countries all over Europe by posing as refugees, and @HillaryClinton will allow it to happen h_ https://t.co/MmeW2qsTQh"
Trump,"The economy cannot take four more years of these same failed policies.
#BigLeagueTruth #DrainTheSwamp https://t.co/o8g2E5xXy6"
Trump,"Together we can save American JOBS, American LIVES, and AMERICAN FUTURES! #Debates https://t.co/2Yfd0Omn4X"
Trump,USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate
Trump,"I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?
#DrainTheSwamp https://t.co/tU0iW3Gi9v"
Trump,"RT @TeamTrump: What They Are Saying About @realDonaldTrumps GREAT Debate and @HillaryClintons Bad Performance
https://t.co/FGULnoDrkQ htt_"
Trump,"After Crooked @HillaryClinton allowed ISIS to rise, she now claims shell defeat them? LAUGHABLE! Heres my plan: https://t.co/FzRMObNQVn"
Trump,"RT @TeamTrump: ""Her instincts are suboptimal.""
https://t.co/PRCHvRtPVA"
Trump,"I opposed going into Iraq. Hillary voted for it. As with everything else shes supported, it was a DISASTER. https://t.co/Um5WJXWfBZ"
Trump,#BigLeagueTruth #DrainTheSwamp https://t.co/eoBiXFPc5f
Trump,Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate
Trump,"HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth
LIBYA
SYRIA
IRAN
IRAQ
ASIA PIVOT
RUSSIAN RESET
BENGHAZI_ https://t.co/H1UH0svtt2"
Trump,"Hillary says ""take back Mosul?"" We would have NEVER lost Mosul- if it wasnt for #CrookedHillary. #DrainTheSwamp https://t.co/TmsY0ApFLQ"
Trump,RT @TeamTrump: LIVE FACT-CHECK: Trumps RIGHT. The Clinton Foundation has taken MILLIONS from the Middle East. #DrainTheSwamp https://t.co/_
Trump,You should give the money back @HillaryClinton! #DrainTheSwamp https://t.co/m0LKHRUoHz
Trump,Crooked۪s top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp https://t.co/a4p7q9jZde #Debate
Trump,Crooked @HillaryClintons foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://t.co/89eOMTsIjt #BigLeagueTruth #Debate
Trump,"Moderator: Respectfully, you won۪t answer the pay-to-play question.۝ #Debate #BigLeagueTruth"
Trump,.@HillaryClinton loves to lie. America has had enough of the CLINTONS! It is time to #DrainTheSwamp! Debates https://t.co/3Mz4T7qTTR
Trump,Shell say anything and change NOTHING! #MAGA #BigLeagueTruth https://t.co/6E767Uw6Dj
Trump,I will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate #BigLeagueTruth https://t.co/tuNQePu8Vk
Trump,"Crookeds camp incited violence at my rallies. These incidents werent ""spontaneous"" - like she claimed in Benghazi! https://t.co/aCzOgFIfZ2"
Trump,#CrookedHillary is nothing more than a Wall Street PUPPET! #BigLeagueTruth #Debate https://t.co/skhBWG6AQ3
Trump,"Brought to you by @HillaryClinton &amp; her campaign- in Chicago, Illinois.
#BigLeagueTruth #DrainTheSwamp https://t.co/10iUBOcECp"
Trump,RT @TeamTrump: .@realDonaldTrump will do more in the first 30 days in office than Hillary has done in the last 30 years! #Debate #BigLeague_
Trump,Our country is stagnant. We۪ve lost jobs and business. We don۪t make things anymore b/c of the bill Hillary۪s husband signed and she blessed
Trump,Crooked Hillary has never created a job in her life. We will create 25 million jobs. Think she can do that? Not a c_ https://t.co/64Kll0Dl7K
Trump,.@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth
Trump,#CrookedHillary gives Obama an A۝ for an economic recovery that۪s the slowest since WWII... #BigLeagueTruth_ https://t.co/wVMFHdyCu2
Trump,"THE CHOICE IS CLEAR!
#BigLeagueTruth #DrainTheSwamp https://t.co/kGx88PEpmX"
Trump,RT @TeamTrump: #CrookedHillarys plan will add $1.15 TRILLION in new taxes. We cannot afford her! #DrainTheSwamp #Debate https://t.co/jpjKY_
Trump,"I will renegotiate NAFTA. If I can۪t make a great deal, we۪re going to tear it up. We۪re going to get this economy running again. #Debate"
Trump,This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debates https://t.co/5yxnt0gNUF
Trump,#BigLeagueTruth https://t.co/jhDLwFez3v
Trump,.@HillaryClintons tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://t.co/EtA1tBnrNG https://t.co/NgMDP4wilI
Trump,".@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth
#Debates https://t.co/SmjNuHi7XB"
Trump,.@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate_ https://t.co/tj6PWM5r1J
Trump,Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth
Trump,".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth
Time to #DrainTheSwamp! https://t.co/c2EiyU8XKK"
Trump,"Hillary has called for 550% more Syrian immigrants, but won۪t even mention radical Islamic terrorists.۝ #Debate_ https://t.co/Rf48XkZWbu"
Trump,"Hey @POTUS - WE AGREE!
#BigLeagueTruth #DrainTheSwamp https://t.co/WnofYy60fc"
Trump,"Moderator: Hillary paid $225,000 by a Brazilian bank for a speech that called for open borders.۝ That۪s a quote! #Debate #BigLeagueTruth"
Trump,"RT @TeamTrump: .@RealDonaldTrump wants a SAFE America w/ stronger borders, no amnesty, and an END to sanctuary cities. He is #AmericaFirst!_"
Trump,"TRUMP &amp; CLINTON ON IMMIGRATION
#Debate #BigLeagueTruth https://t.co/OP4c7Jc8Ad"
Trump,"Hillary is too weak to lead on border security-no solutions, no ideas, no credibility.She supported NAFTA, worst deal in US history. #Debate"
Trump,Plain &amp; Simple: We should only admit into this country those who share our VALUES and RESPECT our people. https://t.co/TlJo8dtVjZ
Trump,One of my first acts as President will be to deport the drug lords and then secure the border. #Debate #MAGA
Trump,Hillary Clinton will use American tax dollars to provide amnesty for thousands of illegals. I will put_ https://t.co/ZpV33TfbR6
Trump,"Drugs are pouring into this country. If we have no border, we have no country. That۪s why ICE endorsed me. #Debate #BigLeagueTruth"
Trump,"RT @TeamTrump: .@realDonaldTrump is PRO-LIFE, PRO-FAMILY #BigLeagueTruth #Debates2016 https://t.co/nOqbDBMQFM"
Trump,"#SecondAmendment #2A
#Debates https://t.co/QbOaf8Dlhs"
Trump,It is so imperative that we have the right justices. #DrainTheSwamp #Debates#BigLeagueTruth https://t.co/RHryqijTlu
Trump,.@HillaryClinton lists litany of ways she plans to restrict gun rights. 2A will not survive a Hillary presidency. #Debate #BigLeagueTruth
Trump,RT @TeamTrump: .@realDonaldTrump will PROTECT and DEFEND the Constitution #Debate #BigLeagueTruth #DrainTheSwamp https://t.co/mNTio22WK8
Trump,The 2nd Amendment is under siege. We need SCOTUS judges who will uphold the US Constitution. #Debate #BigLeagueTruth
Trump,Hillary Clinton wants to create the most liberal Supreme Court in history #debate #DrainTheSwamp https://t.co/fKJBNXvluh
Trump,Ready to lead. Ready to Make America Great Again. #Debate #MAGA
Trump,This is an incredible MOVEMENT- WE are going to take our country BACK! #November8th #BigLeagueTruth #Debate https://t.co/BT4VgYTkBr
Trump,"Tune in at https://t.co/Q08Kp4w3oT and get the word out #BigLeagueTruth #Debate Help us spread the TRUTH, stop the_ https://t.co/GS9YQYzF6x"
Trump,"I will be handing over my Twitter account to my team of deplorables for tonights #debate
#MakeAmericaGreatAgain"
Trump,"UNBELIEVABLE!
Clinton campaign contractor caught in voter-fraud video is a felon who visited White House 342 times: https://t.co/qQdsMHAtkT"
Trump,"Over 250,000 to Lose Health Insurance in Battleground North Carolina Due to #Obamacare
https://t.co/18McSKO2AY"
Trump,"Join my team tonight at 8:30pmE!
https://t.co/ZqJmf4yB87 https://t.co/ncJXn6fURF"
Trump,I will issue a lifetime ban against senior executive branch officials lobbying on behalf of a FOREIGN GOVERNMENT!_ https://t.co/GQizTdCdFC
Trump,I am going to expand the definition of LOBBYIST - so we close all the LOOPHOLES! #DrainTheSwamp https://t.co/PBPrrEnfSK
Trump,Obamacare premiums increasing 33% in Pennsylvania - a complete disaster. It must be repealed and replaced!_ https://t.co/aDZEfcI7SM
Trump,"Hillary Clinton Deleted Emails With Her Email Server Technician
https://t.co/VvO4lTKsaj"
Trump,"Join me in Delaware, Ohio tomorrow at 12:30pm! #DrainTheSwamp
Tickets: https://t.co/TWRFY1ryY8 https://t.co/Zd1KjzlCtJ"
Trump,"Top Hillary Adviser Mocked, Plotted Attacks on Pro-Sanders Civil Rights Leader #DrainTheSwamp
https://t.co/ER5FtjZgjw"
Trump,"Dem Operative Who Oversaw Trump Rally Agitators Visited White House 342 Times #DrainTheSwamp
https://t.co/MO4SJaQMzo"
Trump,"State works hard, and illegally, for Clinton #DrainTheSwamp https://t.co/zXvUnJTKhF"
Trump,"Scandals surround Clintons gatekeeper at State
#DrainTheSwamp https://t.co/xxTTZeMYAc"
Trump,"The State Departments shadow government #DrainTheSwamp
https://t.co/UtbqlGrYJh"
Trump,More Anti-Catholic Emails From Team Clinton: https://t.co/KYirBbYjp2 https://t.co/f8Z7olUvlM
Trump,"It is time to #DrainTheSwamp!
https://t.co/U2XeM2vDJK"
Trump,Food Groups۪  Emails Show Clinton Campaign Organized Potential VPs By Race And Gender: https://t.co/Qk1fOm1t8L
Trump,"#DrainTheSwamp
https://t.co/wqqPjxfBoJ"
Trump,"Time to #DrainTheSwamp in Washington, D.C. and VOTE #TrumpPence16 on 11/8/2016. Together, we will MAKE AMERICA SAFE_ https://t.co/rVcjXdWxzp"
Trump,Hillary is the most corrupt person to ever run for the presidency of the United States. #DrainTheSwamp https://t.co/xA3YO8YzCq
Trump,"Clinton Campaign Tried to Limit Damage From Classified Info on Email Server #DrainTheSwamp
https://t.co/5j8WuKLL5o"
