Text,Author
"In what thou hadst to say: so, with good life",Shakespeare
"Hillary said such nasty things about me, read directly off her teleprompter...but there was no emotion, no truth. Just cant read speeches!",Trump
"Caphis, I say!",Shakespeare
"To keep mine own, excuse it how she can.",Shakespeare
"The chapel where they lie, and tears shed there",Shakespeare
"We are going to WIN and MAKE AMERICA GREAT AGAIN, maybe better than ever before!",Trump
But in all places else your master Lucentio.,Shakespeare
Where shall I meet you?,Shakespeare
[Aside]  Must thou needs stand for a villain in,Shakespeare
speak truest not truer than Troilus.,Shakespeare
"Feed on her damask cheek: she pined in thought,",Shakespeare
"Begun to tell me what I am, but stopp'd",Shakespeare
"When I shall see this gentleman, thy speeches",Shakespeare
Virtue and that part of philosophy,Shakespeare
"on't. Sot, didst see Dick surgeon, sot?",Shakespeare
"""@msann43: How can Illinois keep @realDonaldTrump off the ballot? Illinois citizens should protest. Just another phony Politico story. Easy!",Trump
"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary",Trump
